"id","product_category_id","name","description","image","barcode","buying_price","selling_price","quantity","created_by","updated_by","is_active","created_at","updated_at"
"249","13","BOOK OXFORD ENGLISH BOOK G5",NULL,NULL,"9780190706890","693.63","895.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:22:41"
"250","13","BOOK ENGLISH WORK BOOK G5",NULL,NULL,"9780190708368","499.88","645.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:23:01"
"251","13","BOOK ISLAMIAT G5",NULL,NULL,"9780190706500","465.00","600.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:23:21"
"252","13","BOOK GRAMMER TREE G5",NULL,NULL,"9780190700751","589.00","760.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:23:47"
"253","13","BOOK GUL LALA URDU G5",NULL,NULL,"9780190704384","643.25","830.00","6","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-06-13 05:07:44"
"254","13","BOOK NEW OXFORD PRIMARY SCIENCE G5",NULL,NULL,"9780190706944","736.25","950.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:24:48"
"255","14","BOOK KEYBORAD COMPUTER G6",NULL,NULL,"9789697341870","782.75","1010.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:25:52"
"256","14","BOOK COUNTDOWN G6",NULL,NULL,"9789697342655","813.75","1050.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:26:19"
"257","14","BOOK OXFORD MODREN ENGLISH G6",NULL,NULL,"9789697342983","771.13","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:26:40"
"258","14","BOOK OXFORD ENGLISG WORK BOOK G6",NULL,NULL,"9789697343010","503.75","650.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:27:01"
